Crime type,Easting,Northing
Burglary,357248,177460
Anti-social behaviour,374183,166557
Anti-social behaviour,330479,149113
Other crime,362391,143321
Anti-social behaviour,330639,136584
Anti-social behaviour,330639,136584
Anti-social behaviour,330639,136584
Anti-social behaviour,366770,176373
Burglary,361839,171912
Anti-social behaviour,361839,171912
Anti-social behaviour,361839,171912
Other crime,357963,174388
Anti-social behaviour,357963,174388
Other crime,361431,180911
Burglary,351845,177955
Other crime,351845,177955
Other crime,351845,177955
Anti-social behaviour,351845,177955
Anti-social behaviour,351845,177955
Anti-social behaviour,351845,177955
Anti-social behaviour,351845,177955
Other crime,357479,170906
Vehicle crime,355788,116508
Other crime,355788,116508
Other crime,332483,159159
Other crime,332483,159159
Violent crime,332483,159159
Anti-social behaviour,332483,159159
Anti-social behaviour,332483,159159
Anti-social behaviour,332483,159159
Anti-social behaviour,332483,159159
Anti-social behaviour,332483,159159
Other crime,358655,173020
Other crime,358655,173020
Violent crime,358655,173020
Other crime,358655,173020
Other crime,358655,173020
Other crime,358655,173020
Other crime,358655,173020
Anti-social behaviour,358655,173020
Anti-social behaviour,358655,173020
Anti-social behaviour,358655,173020
Anti-social behaviour,358655,173020
Other crime,359109,172246
Anti-social behaviour,359109,172246
Anti-social behaviour,359109,172246
Anti-social behaviour,361162,174035
Anti-social behaviour,361162,174035
Anti-social behaviour,358578,173155
Anti-social behaviour,358578,173155
Anti-social behaviour,358578,173155
Anti-social behaviour,358578,173155
Other crime,364696,175048
Vehicle crime,364696,175048
Anti-social behaviour,364696,175048
Other crime,357775,177475
Anti-social behaviour,357775,177475
Anti-social behaviour,357775,177475
Burglary,355447,117653
Violent crime,346463,176508
Anti-social behaviour,366785,119273
Vehicle crime,330570,110993
Other crime,373015,165690
Other crime,373015,165690
Other crime,373015,165690
Burglary,373015,165690
Violent crime,373015,165690
Other crime,373015,165690
Violent crime,373015,165690
Other crime,373015,165690
Violent crime,373015,165690
Anti-social behaviour,373015,165690
Anti-social behaviour,373015,165690
Anti-social behaviour,373015,165690
Other crime,346657,176417
Other crime,346657,176417
Other crime,346657,176417
Anti-social behaviour,346657,176417
Anti-social behaviour,346657,176417
Other crime,332031,108728
Other crime,332031,108728
Anti-social behaviour,332031,108728
Anti-social behaviour,332031,108728
Vehicle crime,330266,111147
Anti-social behaviour,345410,153452
Anti-social behaviour,345410,153452
Anti-social behaviour,320741,123587
Other crime,361770,143594
Other crime,361770,143594
Other crime,361770,143594
Other crime,358819,172095
Anti-social behaviour,358819,172095
Anti-social behaviour,358819,172095
Anti-social behaviour,358819,172095
Anti-social behaviour,358819,172095
Anti-social behaviour,367387,149421
Anti-social behaviour,363849,171154
Other crime,354728,178364
Burglary,354728,178364
Anti-social behaviour,354728,178364
Anti-social behaviour,354728,178364
Anti-social behaviour,354728,178364
Other crime,322242,124268
Other crime,335340,161193
Violent crime,365486,167747
Other crime,365486,167747
Anti-social behaviour,365486,167747
Anti-social behaviour,365486,167747
Anti-social behaviour,365486,167747
Violent crime,363561,125568
Other crime,351800,133750
Other crime,351800,133750
Anti-social behaviour,363416,176440
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Other crime,359216,181158
Anti-social behaviour,359216,181158
Other crime,329547,138164
Other crime,329547,138164
Anti-social behaviour,329547,138164
Other crime,362998,171057
Other crime,360028,174362
Anti-social behaviour,360028,174362
Anti-social behaviour,361936,173977
Violent crime,285434,138479
Anti-social behaviour,332734,159704
Anti-social behaviour,360146,182058
Anti-social behaviour,331989,161862
Anti-social behaviour,359339,169861
Anti-social behaviour,365972,168587
Anti-social behaviour,335918,163148
Other crime,361474,171699
Anti-social behaviour,361075,179338
Anti-social behaviour,361075,179338
Burglary,360713,179400
Violent crime,360713,179400
Other crime,360713,179400
Violent crime,352022,177782
Anti-social behaviour,352022,177782
Anti-social behaviour,352022,177782
Other crime,366758,143425
Anti-social behaviour,366758,143425
Anti-social behaviour,366758,143425
Anti-social behaviour,366758,143425
Anti-social behaviour,366758,143425
Anti-social behaviour,361340,173595
Other crime,363851,174281
Anti-social behaviour,363851,174281
Violent crime,355612,179115
Violent crime,355612,179115
Violent crime,355612,179115
Anti-social behaviour,355612,179115
Anti-social behaviour,355306,176937
Anti-social behaviour,361308,143627
Anti-social behaviour,332196,162016
Other crime,368346,135066
Other crime,368346,135066
Anti-social behaviour,368346,135066
Other crime,363856,189466
Burglary,361534,173106
Anti-social behaviour,361534,173106
Anti-social behaviour,361534,173106
Other crime,319568,125877
Anti-social behaviour,360546,168151
Other crime,354794,170342
Other crime,360864,176878
Anti-social behaviour,360864,176878
Other crime,335026,117574
Violent crime,335026,117574
Burglary,335026,117574
Anti-social behaviour,335026,117574
Anti-social behaviour,335026,117574
Anti-social behaviour,335026,117574
Other crime,339969,150955
Anti-social behaviour,335929,162421
Other crime,355011,178806
Anti-social behaviour,355011,178806
Violent crime,359692,174056
Other crime,363070,181047
Burglary,377593,148099
Other crime,377593,148099
Other crime,377593,148099
Other crime,377593,148099
Other crime,377593,148099
Other crime,377593,148099
Anti-social behaviour,377593,148099
Other crime,358777,172979
Other crime,358777,172979
Other crime,358777,172979
Violent crime,358777,172979
Violent crime,358777,172979
Other crime,358777,172979
Other crime,358777,172979
Other crime,358777,172979
Burglary,358777,172979
Violent crime,358777,172979
Anti-social behaviour,358777,172979
Anti-social behaviour,358777,172979
Anti-social behaviour,358777,172979
Anti-social behaviour,358777,172979
Anti-social behaviour,358777,172979
Anti-social behaviour,358777,172979
Anti-social behaviour,358777,172979
Anti-social behaviour,358777,172979
Anti-social behaviour,358777,172979
Anti-social behaviour,358777,172979
Anti-social behaviour,358777,172979
Other crime,330629,137256
Anti-social behaviour,330629,137256
Anti-social behaviour,330629,137256
Anti-social behaviour,330629,137256
Anti-social behaviour,330629,137256
Anti-social behaviour,330629,137256
Other crime,340801,170028
Other crime,329830,137018
Other crime,329830,137018
Violent crime,329830,137018
Violent crime,329830,137018
Anti-social behaviour,329830,137018
Anti-social behaviour,329830,137018
Anti-social behaviour,329830,137018
Anti-social behaviour,329830,137018
Other crime,362332,168595
Other crime,320901,124167
Other crime,320901,124167
Vehicle crime,320867,123990
Anti-social behaviour,357379,168388
Anti-social behaviour,361399,143540
Burglary,358622,175708
Anti-social behaviour,358622,175708
Burglary,357098,172885
Anti-social behaviour,373262,163647
Other crime,363386,175782
